어린이집명,어린이집등급,보육과정 및 상호작용,보육환경 및 운영관리,건강 및 안전,교직원,평가 인증 년월,우편번호,시군구명,어린이집코드,어린이집유형,상세주소,전화번호,시설 위도(좌표값),시설 경도(좌표값),제공서비스,평가 인증 년,평가완료여부,평가예정날짜,평가마감날짜,시
다해키즈어린이집,A,우수,우수,우수,우수,2021-04-01 0:00:00,5555,송파구,11710000564,가정,"서울특별시 송파구 잠실로 62 313동 104호(잠실동, 트리지움)",02-2203-0332,37.5097509,127.0866432,일반,2021,N,2024. 4. 1,2024. 4. 15,서울특별시
딸기어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,5503,송파구,11710000621,가정,"서울특별시 송파구 송파대로 567 505-109(잠실3동, 주공아파트)",02-413-6004,37.51313746,127.093049,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
롯데캐슬아이어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,5767,송파구,11710000637,가정,서울특별시 송파구 거마로 56 송파시그니처롯데캐슬 111동 104호,02-402-8577,37.49501615,127.1478576,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
리센츠어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,5502,송파구,11710000729,국공립,"서울특별시 송파구 올림픽로 135 215동 101호(잠실동, 리센츠)",02-417-3033,37.51496169,127.0871756,야간연장,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
맘앤아이어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,5507,송파구,11710000603,가정,"서울특별시 송파구 올림픽로 435 217동104호(신천동, 파크리오아파트)",02-420-1108,37.52136,127.10497,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
무궁화누리어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,5642,송파구,11710000624,민간,서울특별시 송파구 오금로23길 23 1층,02-413-4014,37.51037072,127.1165125,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
문정2동어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,5834,송파구,11710000732,국공립,"서울특별시 송파구 중대로 24 307동 104호(문정동, 올림픽훼밀리타운)",02-430-2211,37.4865952,127.1119189,야간연장,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
방이숲어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,5637,송파구,11710000589,민간,서울특별시 송파구 위례성대로14길 7 1층,02-422-7688,37.51259803,127.1236462,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
보물섬어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,5531,송파구,11710000616,가정,"서울특별시 송파구 풍성로26길 31 202-106(풍납동, 송파현대힐스테이트)",02-477-3377,37.53085038,127.1183043,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
뽀로롱어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,5750,송파구,11710000311,민간,서울특별시 송파구 마천로51가길 16 (마천동),02-448-5054,37.49799595,127.1522884,야간연장,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
상아어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,5741,송파구,11710000217,가정,"서울특별시 송파구 오금로 407 7동 103호(오금동, 상아아파트)",02-6285-6285,37.49801316,127.1357608,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
송파위례24어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,5853,송파구,11710000676,국공립,서울특별시 송파구 위례광장로 121,02-430-3663,37.47687593,127.1391449,야간연장,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
송파파크센트럴어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,5764,송파구,11710000799,국공립,서울특별시 송파구 오금로 551,02-403-7700,37.4937722,127.1500913,야간연장,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
아리솔어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,5527,송파구,11710000686,가정,서울특별시 송파구 올림픽로51길 62 1층,02-483-1225,37.53450158,127.1152099,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
아이꿈어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,5848,송파구,11710000706,가정,서울특별시 송파구 위례광장로 163 2202동 103호,02-404-5225,37.4796693,127.1393248,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
아이비어린이집,B,우수,우수,보통,우수,2021-07-01 0:00:00,5501,송파구,11710000563,가정,서울특별시 송파구 올림픽로 99 115-102,02-421-6234,37.51271109,127.0847962,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
애플어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,5502,송파구,11710000374,가정,"서울특별시 송파구 올림픽로 135 221동 102호(잠실동, 리센츠)",02-3486-4775,37.51361024,127.0855692,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
예꿈어린이집,B,우수,우수,우수,보통,2021-05-01 0:00:00,5774,송파구,11710000550,민간,서울특별시 송파구 오금로64나길 9,02-408-3767,37.49188461,127.1482896,일반,2021,N,2024. 5. 1,2024. 5. 15,서울특별시
예사랑어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,5707,송파구,11710000301,가정,"서울특별시 송파구 송이로 88 5동 111호(가락동, 대림아파트)",02-400-6214,37.49940021,127.1187297,야간연장,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
예진어린이집,B,우수,우수,보통,우수,2021-01-01 0:00:00,5504,송파구,11710000190,가정,서울특별시 송파구 올림픽로35길 104 장미1차아파트 7동 106호,02-413-2418,37.51751163,127.1068855,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
오금사임당어린이집,B,우수,우수,우수,보통,2021-07-01 0:00:00,5728,송파구,11710000591,민간,서울특별시 송파구 동남로23길 50,02-402-2250,37.50377837,127.1343125,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
우아한어린이집,A,우수,우수,우수,우수,2021-05-01 0:00:00,5547,송파구,11710000797,직장,서울특별시 송파구 올림픽로32길 37-22,02-422-9941,37.51386945,127.1110717,일반,2021,N,2024. 5. 1,2024. 5. 15,서울특별시
힐스송파어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,5849,송파구,11710000741,국공립,"서울특별시 송파구 위례광장로 170 102동 1층(장지동, 힐스테이트송파위례)",02-430-6594,37.47945092,127.1426234,"야간연장,휴일보육,시간제보육",2021,N,2024. 9. 1,2024. 9. 15,서울특별시
고덕샛별어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,5230,강동구,11740000088,가정,"서울특별시 강동구 양재대로 1706 4동 104호(고덕동, 아남아파트)",02-441-7956,37.55787275,127.1459117,장애아통합,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
구립강동든든어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,5201,강동구,11740000531,국공립,서울특별시 강동구 아리수로93가길 110 강동리버스트 4단지 관리동,02-442-2807,37.57279969,127.1726067,"장애아통합,야간연장",2021,N,2024. 9. 1,2024. 9. 15,서울특별시
구립길동어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,5345,강동구,11740000490,국공립,서울특별시 강동구 명일로 238 도림시티빌 상가동 1층 1호,02-489-5434,37.53983986,127.1469906,야간연장,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
구립늘해랑어린이집,A,우수,우수,우수,우수,2021-11-01 0:00:00,5222,강동구,11740000532,국공립,서울특별시 강동구 고덕로 399 고덕센트럴푸르지오아파트 관리동,02-429-7942,37.55780333,127.1697865,"장애아통합,야간연장",2021,N,2024. 11. 1,2024. 11. 15,서울특별시
구립도토리어린이집,B,우수,우수,우수,우수,2021-03-01 0:00:00,5215,강동구,11740000509,국공립,"서울특별시 강동구 고덕로97길 20 강일동, 강일리버파크10단지아파트",02-428-3944,37.55947006,127.1812285,야간연장,2021,N,2024. 3. 1,2024. 3. 15,서울특별시
구립롯데캐슬베네루체어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,5281,강동구,11740000525,국공립,서울특별시 강동구 구천면로 630 고덕롯데캐슬베네루체 관리동(구립롯데캐슬베네루체어린이집),02-442-7675,37.56647,126.977963,"장애아통합,야간연장",2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
구립상일어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,5274,강동구,11740000211,국공립,서울특별시 강동구 고덕로80길 41 구립상일어린이집,02-426-3701,37.55482532,127.1659786,"장애아통합,야간연장",2021,N,2024. 7. 1,2024. 7. 15,서울특별시
구립센트럴아이파크어린이집,A,우수,우수,우수,우수,2021-02-01 0:00:00,5276,강동구,11740000524,국공립,서울특별시 강동구 고덕로80길 99 관리동(구립센트럴아이파크어린이집),02-6013-0320,37.55200402,127.1668211,"장애아통합,야간연장",2021,Y,2024. 2. 1,2024. 2. 15,서울특별시
구립아이누리어린이집,B,우수,보통,우수,우수,2021-08-01 0:00:00,5303,강동구,11740000470,국공립,서울특별시 강동구 양재대로122가길 7,02-470-1300,37.54248661,127.1423471,"장애아통합,야간연장",2021,N,2024. 8. 1,2024. 8. 15,서울특별시
구립엄마품어린이집,A,우수,우수,우수,우수,2021-09-01 0:00:00,5370,강동구,11740000487,국공립,서울특별시 강동구 진황도로 212 둔촌신성미소지움 202동 103호,02-812-6551,37.52720873,127.143332,야간연장,2021,N,2024. 9. 1,2024. 9. 15,서울특별시
구립에코포레어린이집,A,우수,우수,우수,우수,2021-06-01 0:00:00,5300,강동구,11740000530,국공립,서울특별시 강동구 천중로 253 이편한세상강동에코포레아파트 관리동 1층,02-470-0633,37.56647,126.977963,야간연장,2021,N,2024. 6. 1,2024. 6. 15,서울특별시
구립허브림어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,5372,강동구,11740000469,국공립,서울특별시 강동구 풍성로65길 15,02-476-6245,37.52880226,127.1393482,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
금빛어린이집,A,우수,우수,우수,우수,2021-01-01 0:00:00,5236,강동구,11740000514,협동,"서울특별시 강동구 고덕로27길 36 107동 101호(암사동, 현대홈타운)",02-477-6775,37.55688987,127.1384363,야간연장,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
꿈쟁이어린이집,B,우수,우수,우수,우수,2021-02-01 0:00:00,5267,강동구,11740000227,가정,"서울특별시 강동구 고덕로 210 506동 106호(명일동, 삼익그린맨션)",02-441-3330,37.55380885,127.1470587,야간연장,2021,Y,2024. 2. 1,2024. 2. 15,서울특별시
무지개어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,5218,강동구,11740000237,가정,"서울특별시 강동구 상일로 152 104-102(강일동, 고덕리엔파크A)",02-408-0485,37.56206907,127.1724518,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
바움어린이집,A,우수,우수,우수,우수,2021-02-01 0:00:00,5236,강동구,11740000236,가정,"서울특별시 강동구 고덕로 131 133동 101호(암사동, 강동롯데캐슬퍼스트아파트)",02-452-5370,37.55521819,127.137844,야간연장,2021,Y,2024. 2. 1,2024. 2. 15,서울특별시
봄햇살어린이집,A,우수,우수,우수,우수,2021-03-01 0:00:00,5342,강동구,11740000151,민간,서울특별시 강동구 천중로40길 49 (길동  380-2),02-477-4523,37.5388232,127.1383124,일반,2021,N,2024. 3. 1,2024. 3. 15,서울특별시
삼성GEC어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,5288,강동구,11740000439,직장,서울특별시 강동구 상일로6길 26,02-2053-6200,37.55411884,127.1757814,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
성내장미어린이집,B,우수,우수,우수,보통,2021-01-01 0:00:00,5382,강동구,11740000422,민간,서울특별시 강동구 풍성로45길 39 (성내2동 504-9),02-3411-9290,37.53245663,127.1304895,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
아이맘어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,5215,강동구,11740000250,가정,"서울특별시 강동구 고덕로97길 20 1008동 104호(강일동, 강일리버파크10단지아파트)",02-427-8546,37.56000323,127.1806799,일반,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
아이재미어린이집,B,우수,우수,보통,우수,2021-07-01 0:00:00,5276,강동구,11740000404,가정,서울특별시 강동구 고덕로80길 99 511동 104호 (고덕센트럴아이파크),070-4197-0464,37.550742,127.1672596,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
아이즐어린이집,A,우수,우수,우수,우수,2021-08-01 0:00:00,5208,강동구,11740000415,가정,"서울특별시 강동구 아리수로97길 68 208동 101호(강일동668, 강일리버파크2단지아파트)",02-429-8777,37.56933863,127.176224,야간연장,2021,N,2024. 8. 1,2024. 8. 15,서울특별시
아이캐슬어린이집,A,우수,우수,우수,우수,2021-02-01 0:00:00,5224,강동구,11740000234,가정,서울특별시 강동구 고덕로 333 110동 104호 (고덕그라시움),02-6475-7942,37.55716075,127.1622221,일반,2021,Y,2024. 2. 1,2024. 2. 15,서울특별시
예일어린이집,B,우수,우수,보통,우수,2021-07-01 0:00:00,5408,강동구,11740000020,민간,서울특별시 강동구 양재대로 1305 (성내동441-3),02-473-3006,37.52295459,127.133947,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
이삭숲어린이집,B,우수,우수,보통,우수,2021-07-01 0:00:00,5219,강동구,11740000529,민간,서울특별시 강동구 동남로82길 29-8 이삭숲어린이집,02-441-2914,37.56093959,127.1586976,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
이화어린이집,B,보통,우수,우수,우수,2021-01-01 0:00:00,5369,강동구,11740000099,가정,서울특별시 강동구 진황도로 209-11 (둔촌동 98-48),02-486-1080,37.5277655,127.1448545,야간연장,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
즐거운어린이집,B,우수,우수,우수,보통,2021-01-01 0:00:00,5377,강동구,11740000103,가정,서울특별시 강동구 풍성로51길 7 (성내동 409-10),02-482-9082,37.53032892,127.1326127,일반,2021,Y,2024. 1. 1,2024. 1. 15,서울특별시
지혜로운어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,5252,강동구,11740000366,민간,서울특별시 강동구 고덕로20나길 14,02-429-5551,37.55328722,127.132764,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
하늘보라어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,5400,강동구,11740000356,가정,"서울특별시 강동구 성내로6가길 29 201동 101호(성내동, 동원아파트)",02-449-6110,37.52780137,127.1239315,야간연장,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
하늘숲어린이집,A,우수,우수,우수,우수,2021-07-01 0:00:00,5258,강동구,11740000447,가정,"서울특별시 강동구 암사19길 25 101동 106호(암사동, 한솔아파트)",02-442-6056,37.55196319,127.1408621,일반,2021,N,2024. 7. 1,2024. 7. 15,서울특별시
